"","Transcript","IU_number","start_time","end_time","speaker","IU","Anonymity","Linguistic_info","Quotatives","Me_possessive","There's","Social_info","ordered"
"4126","SydS_GOF_174_Cassia",616,"00:12:34.100","00:12:35.635","PNT: Cassia",".. they grew their own veggies,","","","","","","grandparents (in Greece) grew their own veggies, had chooks etc, ""everything (food) was super fresh""",616
"852","SydS_GOF_174_Cassia",617,"00:12:35.635","00:12:36.024","INT: Erica","wow,","","","","","","",617
"853","SydS_GOF_174_Cassia",618,"00:12:36.024","00:12:36.935","INT: Erica","I ca[n't believe it].","","","","","","",618
"4127","SydS_GOF_174_Cassia",619,"00:12:36.350","00:12:36.740","PNT: Cassia","[yeah,","","","","","","",619
"4128","SydS_GOF_174_Cassia",620,"00:12:36.740","00:12:37.640","PNT: Cassia","they h]ad the um,","","","","","","",620
"4129","SydS_GOF_174_Cassia",621,"00:12:37.640","00:12:38.960","PNT: Cassia","... the XXXXX --","","","","","","",621
"4130","SydS_GOF_174_Cassia",622,"00:12:38.960","00:12:39.420","PNT: Cassia","what's that,","","","","","","",622
"4131","SydS_GOF_174_Cassia",623,"00:12:39.420","00:12:39.680","PNT: Cassia",".. the --","","","","","","",623
"4132","SydS_GOF_174_Cassia",624,"00:12:39.680","00:12:40.065","PNT: Cassia",".. the --","","","","","","",624
"4133","SydS_GOF_174_Cassia",625,"00:12:40.065","00:12:40.815","PNT: Cassia","... the o- --","","","","","","",625
"4134","SydS_GOF_174_Cassia",626,"00:12:40.815","00:12:41.290","PNT: Cassia",".. not the o- --","","","","","","",626
"4135","SydS_GOF_174_Cassia",627,"00:12:41.290","00:12:42.500","PNT: Cassia","!yeah like an or[chard],","","","","","","",627
"854","SydS_GOF_174_Cassia",628,"00:12:42.025","00:12:42.540","INT: Erica","[like an o]r- --","","","","","","",628
"855","SydS_GOF_174_Cassia",629,"00:12:42.540","00:12:42.960","INT: Erica",".. yeah.","","","","","","",629
"4136","SydS_GOF_174_Cassia",630,"00:12:42.960","00:12:43.775","PNT: Cassia","yeah the vineyard,","","","","","","grandparents also had olives, a vineyard in Greece",630
"4137","SydS_GOF_174_Cassia",631,"00:12:43.775","00:12:45.055","PNT: Cassia",".. they had a little vineya[rd],","","","","","","",631
"856","SydS_GOF_174_Cassia",632,"00:12:44.820","00:12:45.580","INT: Erica","[w]i[2ne2],","","","","","","",632
"4138","SydS_GOF_174_Cassia",633,"00:12:45.368","00:12:46.827","PNT: Cassia","[2they h2]ad the o[3lives,","","","","","","",633
"857","SydS_GOF_174_Cassia",634,"00:12:46.000","00:12:46.668","INT: Erica","[3grapes","","","","","","",634
"858","SydS_GOF_174_Cassia",635,"00:12:46.668","00:12:47.065","INT: Erica","yeah3],","","","","","","",635
"4139","SydS_GOF_174_Cassia",636,"00:12:46.827","00:12:47.355","PNT: Cassia",".. ye3]ah,","","","","","","",636
"4140","SydS_GOF_174_Cassia",637,"00:12:47.355","00:12:49.090","PNT: Cassia",".. I remember a man coming,","","","","","","",637
"4141","SydS_GOF_174_Cassia",638,"00:12:49.090","00:12:50.765","PNT: Cassia","... and .. um,","","","","","","",638
"4142","SydS_GOF_174_Cassia",639,"00:12:50.765","00:12:53.325","PNT: Cassia",".. taking off his shoes and socks and sterilising them,","","","","","","",639
"4143","SydS_GOF_174_Cassia",640,"00:12:53.325","00:12:54.300","PNT: Cassia","and then getting in that --","","","","","","",640
"4144","SydS_GOF_174_Cassia",641,"00:12:54.300","00:12:56.085","PNT: Cassia","... grape press .. th[ing]?","","","","","","",641
"859","SydS_GOF_174_Cassia",642,"00:12:55.700","00:12:58.159","INT: Erica","[oh] and .. [2squashing the grapes2].","","","","","","",642
"4145","SydS_GOF_174_Cassia",643,"00:12:56.655","00:12:57.220","PNT: Cassia","[2and pres- --","","","","","","",643
"4146","SydS_GOF_174_Cassia",644,"00:12:57.220","00:12:57.895","PNT: Cassia","yeah,","","","","","","",644
"4147","SydS_GOF_174_Cassia",645,"00:12:57.895","00:12:59.209","PNT: Cassia","with his2] fe[3et3].","","","","","","",645
"860","SydS_GOF_174_Cassia",646,"00:12:58.520","00:12:59.478","INT: Erica","[3wo=3]w.","","","","","","",646
"4148","SydS_GOF_174_Cassia",647,"00:12:59.478","00:13:02.385","PNT: Cassia",".. yeah and then someone arrived to put some sort of resin in it.","","","","","","",647
"4149","SydS_GOF_174_Cassia",648,"00:13:02.385","00:13:04.180","PNT: Cassia","... to make it <X the X> retsi[na].","","","","","","",648
"861","SydS_GOF_174_Cassia",649,"00:13:03.890","00:13:04.180","INT: Erica","[in] --","","","","","","",649
"4150","SydS_GOF_174_Cassia",650,"00:13:04.180","00:13:05.000","PNT: Cassia",".. [2that they dr-2] --","","","","","","",650
"862","SydS_GOF_174_Cassia",651,"00:13:04.328","00:13:05.464","INT: Erica","[2into the w-2] wine.","","","","","","",651
"863","SydS_GOF_174_Cassia",652,"00:13:05.464","00:13:06.085","INT: Erica","y[eah]. ","","","","","","",652
"4151","SydS_GOF_174_Cassia",653,"00:13:05.588","00:13:07.385","PNT: Cassia","[yeah and the]y kept it in .. um,","","","","","","",653
"4152","SydS_GOF_174_Cassia",654,"00:13:07.385","00:13:07.620","PNT: Cassia",".. ka- --","","","","","","",654
"4153","SydS_GOF_174_Cassia",655,"00:13:07.620","00:13:08.050","PNT: Cassia",".. big ka- --","","","","","","",655
"4154","SydS_GOF_174_Cassia",656,"00:13:08.050","00:13:09.540","PNT: Cassia",".. o[ak] .. c[2asks, ","","","","","","",656
"864","SydS_GOF_174_Cassia",657,"00:13:08.315","00:13:08.475","INT: Erica","[big] --","","","","","","",657
"865","SydS_GOF_174_Cassia",658,"00:13:08.632","00:13:09.540","INT: Erica","[2like barrels, ","","","","","","",658
"4155","SydS_GOF_174_Cassia",659,"00:13:09.540","00:13:09.940","PNT: Cassia","yeah,","","","","","","",659
"866","SydS_GOF_174_Cassia",660,"00:13:09.540","00:13:10.664","INT: Erica","oh wow-2] --","","","","","","",660
"4156","SydS_GOF_174_Cassia",661,"00:13:09.940","00:13:10.664","PNT: Cassia","underneath2] -- ","","","","","","",661
"4157","SydS_GOF_174_Cassia",662,"00:13:10.664","00:13:11.700","PNT: Cassia","... underneath,","","","","","","",662
"4158","SydS_GOF_174_Cassia",663,"00:13:11.700","00:13:12.230","PNT: Cassia",".. um,","","","","","","",663
"4159","SydS_GOF_174_Cassia",664,"00:13:12.230","00:13:13.430","PNT: Cassia",".. they called it an ypógeio,","","","","","","",664
"4160","SydS_GOF_174_Cassia",665,"00:13:13.430","00:13:14.225","PNT: Cassia","like a cellar.","","","","","","",665
"867","SydS_GOF_174_Cassia",666,"00:13:14.225","00:13:15.120","INT: Erica","... o=[h,","","","","","","",666
"4161","SydS_GOF_174_Cassia",667,"00:13:15.040","00:13:15.650","PNT: Cassia","[yeah] --","","","","","","",667
"868","SydS_GOF_174_Cassia",668,"00:13:15.120","00:13:15.650","INT: Erica","I can't] --","","","","","","",668
"869","SydS_GOF_174_Cassia",669,"00:13:15.650","00:13:17.825","INT: Erica",".. I can't .. believe .. how,","","","","","","",669
"870","SydS_GOF_174_Cassia",670,"00:13:17.825","00:13:19.675","INT: Erica","... when you tell me these stories I --","","","","","","",670
"871","SydS_GOF_174_Cassia",671,"00:13:19.675","00:13:21.455","INT: Erica","I just can't believe that it's real,","","","","","","",671
"872","SydS_GOF_174_Cassia",672,"00:13:21.455","00:13:23.165","INT: Erica","like I want to see [so bad] --","","","","","","",672
"4162","SydS_GOF_174_Cassia",673,"00:13:22.605","00:13:23.704","PNT: Cassia","[o]=[2h2],","","","","","","",673
"873","SydS_GOF_174_Cassia",674,"00:13:23.420","00:13:25.242","INT: Erica","[2I fe2]el like it's .. in me somewhere,","","","","","","",674
"874","SydS_GOF_174_Cassia",675,"00:13:25.242","00:13:26.170","INT: Erica",".. bu[t it's li]ke I want --","","","","","","",675
"4163","SydS_GOF_174_Cassia",676,"00:13:25.407","00:13:25.761","PNT: Cassia","[yeah].","","","","","","",676
"875","SydS_GOF_174_Cassia",677,"00:13:26.170","00:13:28.485","INT: Erica","... so badly to see all that Greek,","","","","","","",677
"876","SydS_GOF_174_Cassia",678,"00:13:28.485","00:13:29.235","INT: Erica",".. from,","","","","","","",678
"877","SydS_GOF_174_Cassia",679,"00:13:29.235","00:13:30.990","INT: Erica",".. m- like great grandp[arents, ","","","","","","",679
"4164","SydS_GOF_174_Cassia",680,"00:13:30.535","00:13:31.055","PNT: Cassia","[yeah,","","","","","","",680
"878","SydS_GOF_174_Cassia",681,"00:13:30.990","00:13:31.660","INT: Erica","you know]?","","","","","","",681
"4165","SydS_GOF_174_Cassia",682,"00:13:31.055","00:13:31.660","PNT: Cassia","well um],","","","","","","",682
"4166","SydS_GOF_174_Cassia",683,"00:13:31.660","00:13:33.135","PNT: Cassia",".. [2I reme2]mber [3um3],","","","","","","",683
"879","SydS_GOF_174_Cassia",684,"00:13:31.910","00:13:32.305","INT: Erica","[2it's2] --","","","","","","",684
"880","SydS_GOF_174_Cassia",685,"00:13:32.560","00:13:33.135","INT: Erica","[3yeah3].","","","","","","",685
"4167","SydS_GOF_174_Cassia",686,"00:13:33.135","00:13:35.960","PNT: Cassia","... you know Yiayia going down there with a carafe.","","","","","","",686
"4168","SydS_GOF_174_Cassia",687,"00:13:35.960","00:13:37.040","PNT: Cassia",".. and then filling up,","","","","","","",687
"4169","SydS_GOF_174_Cassia",688,"00:13:37.040","00:13:38.455","PNT: Cassia","...(1.0) the --","","","","","","",688
"881","SydS_GOF_174_Cassia",689,"00:13:38.455","00:13:38.761","INT: Erica",".. th[e] --","","","","","","",689
"4170","SydS_GOF_174_Cassia",690,"00:13:38.670","00:13:39.295","PNT: Cassia","[c]arafe,","","","","","","",690
"4171","SydS_GOF_174_Cassia",691,"00:13:39.295","00:13:40.140","PNT: Cassia","in the .. cellar.","","","","","","",691
"882","SydS_GOF_174_Cassia",692,"00:13:40.140","00:13:41.280","INT: Erica","... yeah yeah yeah yeah.","","","","","","",692
"4172","SydS_GOF_174_Cassia",693,"00:13:41.280","00:13:41.775","PNT: Cassia",".. um,","","","","","","",693
"4173","SydS_GOF_174_Cassia",694,"00:13:41.775","00:13:43.085","PNT: Cassia","and .. with the retsina,","","","","","","",694
"4174","SydS_GOF_174_Cassia",695,"00:13:43.085","00:13:43.955","PNT: Cassia","and then bringing it up --","","","","","","",695
"4175","SydS_GOF_174_Cassia",696,"00:13:43.955","00:13:46.265","PNT: Cassia","... % to the .. dining table.","","","","","","",696
"883","SydS_GOF_174_Cassia",697,"00:13:46.265","00:13:46.805","INT: Erica","oh,","","","","","","",697
"884","SydS_GOF_174_Cassia",698,"00:13:46.805","00:13:47.872","INT: Erica",".. I can't belie[ve it].","","","","","","",698
"4176","SydS_GOF_174_Cassia",699,"00:13:47.625","00:13:48.050","PNT: Cassia","[ye]ah.","","","","","","",699
"4177","SydS_GOF_174_Cassia",700,"00:13:48.050","00:13:48.685","PNT: Cassia","it's re[2ally2] --","","","","","","",700
"885","SydS_GOF_174_Cassia",701,"00:13:48.290","00:13:48.685","INT: Erica","[2yeah2].","","","","","","",701
"886","SydS_GOF_174_Cassia",702,"00:13:48.685","00:13:50.425","INT: Erica",".. very spec[ial those memories].","","","","","","",702
"4178","SydS_GOF_174_Cassia",703,"00:13:49.330","00:13:50.530","PNT: Cassia","[a lot of good memorie]s.","","","","","","",703
"4179","SydS_GOF_174_Cassia",704,"00:13:50.530","00:13:50.795","PNT: Cassia","yeah,","","","","","","",704
"4180","SydS_GOF_174_Cassia",705,"00:13:50.795","00:13:51.675","PNT: Cassia","and the donkey,","","","","","","grandparents in Greece had a donkey and a horse, would ride the horse to Potamia to another orchard there and back, family would drive there sometimes as well",705
"4181","SydS_GOF_174_Cassia",706,"00:13:51.675","00:13:53.005","PNT: Cassia","they [had a donkey],","","","","","","",706
"887","SydS_GOF_174_Cassia",707,"00:13:51.800","00:13:53.005","INT: Erica","[@@@@]","","","","","","",707
"4182","SydS_GOF_174_Cassia",708,"00:13:53.005","00:13:53.405","PNT: Cassia",".. [2you know,","","","","","","",708
"888","SydS_GOF_174_Cassia",709,"00:13:53.078","00:13:53.715","INT: Erica","[2@yeah2].","","","","","","",709
"4183","SydS_GOF_174_Cassia",710,"00:13:53.405","00:13:54.525","PNT: Cassia","and they ha2]d a horse,","","","","","","",710
"4184","SydS_GOF_174_Cassia",711,"00:13:54.525","00:13:56.930","PNT: Cassia","... and she used to ride the horse to Potamia,","Potamia","","","","","",711
"4185","SydS_GOF_174_Cassia",712,"00:13:56.930","00:13:58.325","PNT: Cassia",".. there was another big orchard,","","","","","","",712
"4186","SydS_GOF_174_Cassia",713,"00:13:58.325","00:13:58.875","PNT: Cassia","like a little --","","","","","","",713
"4187","SydS_GOF_174_Cassia",714,"00:13:58.875","00:14:00.380","PNT: Cassia","... um far[m,","","","","","","",714
"889","SydS_GOF_174_Cassia",715,"00:14:00.305","00:14:00.782","INT: Erica","[yeah yeah].","","","","","","",715
"4188","SydS_GOF_174_Cassia",716,"00:14:00.380","00:14:01.610","PNT: Cassia","out in] Potamia,","Potamia","","","","","",716
"4189","SydS_GOF_174_Cassia",717,"00:14:01.610","00:14:03.315","PNT: Cassia","and she used to ride there and --","","","","","","",717
"4190","SydS_GOF_174_Cassia",718,"00:14:03.315","00:14:04.280","PNT: Cassia","... come back,","","","","","","",718
"4191","SydS_GOF_174_Cassia",719,"00:14:04.280","00:14:04.785","PNT: Cassia",".. to loo- --","loo-","","","","","",719
"4192","SydS_GOF_174_Cassia",720,"00:14:04.785","00:14:05.280","PNT: Cassia",".. y[eah].","","","","","","",720
"890","SydS_GOF_174_Cassia",721,"00:14:05.100","00:14:05.740","INT: Erica","[yeah] yeah yeah.","","","","","","",721
"4193","SydS_GOF_174_Cassia",722,"00:14:05.740","00:14:07.990","PNT: Cassia",".. but we used to drive there sometimes,","","","","","","",722
"4194","SydS_GOF_174_Cassia",723,"00:14:07.990","00:14:09.010","PNT: Cassia","and we'd stay there.","","","","","","",723
"891","SydS_GOF_174_Cassia",724,"00:14:09.010","00:14:09.890","INT: Erica",".. wo[=w].","","","","","","",724
"4195","SydS_GOF_174_Cassia",725,"00:14:09.615","00:14:10.255","PNT: Cassia","[and they] had --","","","","","","",725
"4196","SydS_GOF_174_Cassia",726,"00:14:10.255","00:14:11.380","PNT: Cassia",".. I remember um,","","","","","","",726
"4197","SydS_GOF_174_Cassia",727,"00:14:11.380","00:14:12.120","PNT: Cassia","... the wo- --","","","","","","",727
"4198","SydS_GOF_174_Cassia",728,"00:14:12.120","00:14:13.160","PNT: Cassia","... there was --","","","","","","",728
"4199","SydS_GOF_174_Cassia",729,"00:14:13.160","00:14:16.235","PNT: Cassia","the iron was like a % metal contraption,","","","","","","",729
"4200","SydS_GOF_174_Cassia",730,"00:14:16.235","00:14:18.630","PNT: Cassia",".. and they filled it with hot coals.","","","","","","",730
"892","SydS_GOF_174_Cassia",731,"00:14:18.630","00:14:19.071","INT: Erica",".. oh.","","","","","","",731
"4201","SydS_GOF_174_Cassia",732,"00:14:19.071","00:14:20.932","PNT: Cassia","and tha[t's how they ironed clo]thes.","","","","","","",732
"893","SydS_GOF_174_Cassia",733,"00:14:19.354","00:14:20.620","INT: Erica","[oh my gosh].","","","","","","",733
"4202","SydS_GOF_174_Cassia",734,"00:14:20.932","00:14:22.275","PNT: Cassia","there was no electric[2ity2],","","","","","","no electricity and no running water in Greece, all laundry done by hand",734
"894","SydS_GOF_174_Cassia",735,"00:14:21.900","00:14:22.693","INT: Erica","[2yeah y2]eah yeah.","","","","","","",735
"4203","SydS_GOF_174_Cassia",736,"00:14:22.693","00:14:24.345","PNT: Cassia",".. and there was no running water,","","","","","","",736
"4204","SydS_GOF_174_Cassia",737,"00:14:24.345","00:14:26.130","PNT: Cassia","you had to go .. to the verisi,","","","","","","",737
"4205","SydS_GOF_174_Cassia",738,"00:14:26.130","00:14:27.713","PNT: Cassia","which is like the u[m],","","","","","","",738
"895","SydS_GOF_174_Cassia",739,"00:14:27.625","00:14:28.575","INT: Erica","[li]ke a boiler,","","","","","","",739
"896","SydS_GOF_174_Cassia",740,"00:14:28.575","00:14:28.815","INT: Erica","no.","","","","","","",740
"4206","SydS_GOF_174_Cassia",741,"00:14:28.815","00:14:29.533","PNT: Cassia",".. no no no,","","","","","","",741
"4207","SydS_GOF_174_Cassia",742,"00:14:29.533","00:14:30.030","PNT: Cassia","it um,","","","","","","",742
"4208","SydS_GOF_174_Cassia",743,"00:14:30.030","00:14:30.795","PNT: Cassia","what do you [call it] --","","","","","","",743
"897","SydS_GOF_174_Cassia",744,"00:14:30.300","00:14:31.475","INT: Erica","[like a we]ll thing -- ","","","","","","",744
"4209","SydS_GOF_174_Cassia",745,"00:14:31.475","00:14:32.633","PNT: Cassia","[2no-2] it wasn't even a well.","","","","","","",745
"898","SydS_GOF_174_Cassia",746,"00:14:31.475","00:14:31.631","INT: Erica","[2X2] --","","","","","","",746
"4210","SydS_GOF_174_Cassia",747,"00:14:32.633","00:14:34.545","PNT: Cassia","there was water coming out of the rock[s].","","","","","","",747
"899","SydS_GOF_174_Cassia",748,"00:14:34.490","00:14:35.505","INT: Erica","[o]h like a waterfall,","","","","","","",748
"4211","SydS_GOF_174_Cassia",749,"00:14:35.505","00:14:35.883","PNT: Cassia","[2yeah,","","","","","","",749
"900","SydS_GOF_174_Cassia",750,"00:14:35.505","00:14:36.220","INT: Erica","[2or something,","","","","","","",750
"4212","SydS_GOF_174_Cassia",751,"00:14:35.883","00:14:36.290","PNT: Cassia","it w- --","","","","","","",751
"901","SydS_GOF_174_Cassia",752,"00:14:36.220","00:14:36.558","INT: Erica","yeah2] --","","","","","","",752
"4213","SydS_GOF_174_Cassia",753,"00:14:36.290","00:14:37.450","PNT: Cassia","sort o2]f like a waterfall,","","","","","","",753
"4214","SydS_GOF_174_Cassia",754,"00:14:37.450","00:14:37.780","PNT: Cassia","I forge- --","","","","","","",754
"4215","SydS_GOF_174_Cassia",755,"00:14:37.780","00:14:39.360","PNT: Cassia","I don't know what [the name is] in Eng[2lish.","","","","","","",755
"902","SydS_GOF_174_Cassia",756,"00:14:38.430","00:14:38.835","INT: Erica","[yeah].","","","","","","",756
"903","SydS_GOF_174_Cassia",757,"00:14:39.125","00:14:39.500","INT: Erica","[2anyway2].","","","","","","",757
"4216","SydS_GOF_174_Cassia",758,"00:14:39.360","00:14:40.303","PNT: Cassia","isn't th2]at intere[3sting.","","","","","","",758
"904","SydS_GOF_174_Cassia",759,"00:14:39.895","00:14:40.410","INT: Erica","[3yeah3]. ","","","","","","",759
"4217","SydS_GOF_174_Cassia",760,"00:14:40.303","00:14:41.855","PNT: Cassia","and3] fill up all the containers,","","","","","","",760
"4218","SydS_GOF_174_Cassia",761,"00:14:41.855","00:14:43.265","PNT: Cassia",".. and then take them back.","","","","","","",761
"905","SydS_GOF_174_Cassia",762,"00:14:43.265","00:14:44.235","INT: Erica",".. wo[=w].","","","","","","",762
"4219","SydS_GOF_174_Cassia",763,"00:14:43.819","00:14:44.880","PNT: Cassia","[to the li]ttle house,","","","","","","",763
"4220","SydS_GOF_174_Cassia",764,"00:14:44.880","00:14:45.873","PNT: Cassia","that they l[2ived in there2].","","","","","","",764
"906","SydS_GOF_174_Cassia",765,"00:14:45.215","00:14:46.312","INT: Erica","[2I can't beli2]eve i[t].","","","","","","",765
"4221","SydS_GOF_174_Cassia",766,"00:14:46.227","00:14:47.946","PNT: Cassia","[bu]t they were there for the orchards,","","","","","","",766
